,QUES,ANS,IS_QUESTION,QUES_RELEVANCE,ANS_READABILITY,ANS_RELEVANCE
3904,公司产品都服务于哪些VR/AR公司？,您好，公司主要客户情况在公司年度报告及向特定对象发行股票的公告文件中均已披露，谢谢。,Positive,Positive,4,3
3905,"董秘您好！      贵公司2021年半年报显示，体外诊断业务实现营业收入396,165.25万元，请问体外诊断业务国内占比是百分之几？",您好！体外诊断业务的收入大部分是来自国内市场，谢谢。,Positive,Positive,4,3
3906,您好，因为众所周知的原因，我国4月份经济数据比较差。请问贵公司是否可以按照年初预计，在半年报中，达成净利润同比增长5%-25%的增速，谢谢。,在经营环境不出现重大变化的情况下，公司预计能按照2022一季报的业绩预告，在半年报中达成净利润同比增长5%-25%的增幅。谢谢！,Positive,Positive,4,3
3907,红旗连锁作为国家数字货币发行首批试点单位，目前公司旗下3700家门店数字货币运营情况如何，现在大概有几成客户是通过数字货币完成商品交易支付的？,您好，数字支付正常运营中，感谢您的关注！,Positive,Positive,1,1
3908,公司有没有分红计划？,投资者您好。2021年度利润分配预案已在2021年年度报告中披露，根据相关规定，公司年度利润分配预案须在年度股东大会（5月26日）审议通过后的两个月内实施。感谢您的关注！,Positive,Positive,4,3
3909,"董秘您好,请问贵公司与国内哪些大型车企就整车物流发展达成了战略合作协议?",投资者您好，感谢您对中铁特货公司的关注。目前公司与多家汽车生产厂商建立了长期、稳定的合作关系，为一汽股份、东风汽车集团、上汽集团、兵装集团、北汽集团、广汽集团、长城汽车、吉利汽车、比亚迪等众多汽车制造企业或其下属公司提供以铁路运输为主体的专业商品汽车物流服务。谢谢。,Positive,Positive,4,3
3910,请问贵公司董事长职务是否有变动？是否有相关公告？谢谢,公司董事长为张云先生，感谢您的关注。,Positive,Positive,3,2
3911,董秘您好：祝贺威创“智慧交通”综合解决方案进入推广期，从设备提供商，迈进行业整合方案提供商。但此方案涉及物联网+全球互联互通+信息转输安全+远程存储稳定性+信息安全+行业设备商接口非标准化等多项技术壁垒，这些技术对专业软件公司，网络安全公司都是企业核心机密，这些难题，威创是如何解决的？下一步，会利用自身市场及方案优势，联合政府，制定相关行业标准的计划吗？,尊敬的投资者您好，关于公司的相关信息，公司会按照规定及时披露，请关注公司指定的信息披露网站，感谢关注！,Positive,Positive,1,1
3912,目前Facebook、苹果、字节跳动、腾讯等海内外巨头纷纷布局，进一步催化VR市场。扎克伯格已经放话：“未来5年内，Facebook将从一个社交网络转变为元宇宙公司。各大平台都在筹划转型，请问公司何时转变为元宇宙公司？,投资者您好！公司会在保证主营业务良好发展的基础上，及时跟进互联网技术的革新，根据自身业务发展需要适时开拓业务领域。未来若有相关事项启动，我司将严格按照法律法规要求及时发布相关信息披露文件。感谢您对天地在线的支持与关注！,Positive,Positive,1,1
3913,公司收购的龙王岭教育投资，主营应该不教育业，而是比如学校，教育项目等的工程建筑吧，应该属于房地产建筑细分的教育地产吧？,投资者您好！永兴龙王岭教育投资建设有限公司主营业务包括房屋建筑工程投资、建设和运营、教育管理、教育咨询、教育教学培训服务等多项教育配套服务业务，收购完成后将进一步完善公司在“IDC+ 智慧教育”领域的布局。感谢您对公司的关注与支持！,Positive,Positive,4,3
3914,请问众泰汽车全国九大生产基地是否属于上市公司资产！盼回复，谢谢！,您好，公司在九大生产基地均设有分公司，感谢您对公司的关注。,Positive,Positive,1,1
3915,之前有投资人问道公司目前铝塑膜只有一天产线如何应对大量订单的问题，公司的回复是“公司铝塑膜产品订单不需要委外，目前能够保证订单及时交付”，这么一看我压力非常大，能理解为公司目前铝塑膜的全年订单不超过3600万平方米嘛？ 如此少的订单，请问未来怎么突破，销售收入上不去，公司未来前景怎么办？急！谢谢！,尊敬的投资者，您好。公司新能源材料铝塑膜业务1号产线设计产能300万方/月；2号产线设计产能300万方/月（产能正在试产爬坡阶段）；日本3号线设计产能250万方/月（目前停产）正在推进搬迁至国内，目前市场需求拉动力仍然强劲，公司将继续保持产能供应优势。,Positive,Positive,4,3
3916,董秘你好!你在7月26日和9月3日说公司生产的砷化镓单晶片可用于生产垂直腔面发射激光器（VCSEL）、大功率激光器等；磷化铟晶片可用于生产光通信用激光器和探测器，光通信用激光器和探测器可用于生产激光雷达。请问公司目前的激光器砷化镓和磷化铟晶片的出货情况？能否正面回答给哪家公司供应激光器用材料晶片?,您好，公司已经按照产品类别在相关定期报告中披露了各期产品生产、销售情况，敬请详阅相关公告；公司目前已向国内外多家客户供应化合物半导体产品，具体客户信息因涉及公司经营细节及与客户的相关保密约定，公司不便回复，敬请谅解。感谢您对公司的关注！,Positive,Positive,4,2
3917,你好截止4月20号股东人数是多少,您好，截止4月20日公司股东人数为14452个，谢谢。,Positive,Positive,4,3
3918,请问公司干细胞研究与肝炎有关吗？,投资者你好！目前，公司研发的干细胞药物与肝炎无关。谢谢您的关注！,Positive,Positive,4,3
3919,请问董秘，贵司投资了真实生物2000万，占股比例是多少？请如实披露，谢谢！,您好！关于真实生物投资的占比，需待被投资标的本轮融资完成后再确认持股比例，公司会及时披露，感谢您的关注！,Positive,Positive,4,3
3920,公司目前全电动注塑机占所有注塑机的比重多大,尊敬的投资者，您好。全电动注塑机是注塑机的重要分支。公司高度重视全电动注塑机的研发、生产、销售。具体信息请关注公司的定期报告。感谢您的关注。,Positive,Positive,1,1
3921,董秘，你好。贵司近年多次强调在汽车新四化的发展中必须不断取得突破，请问在关于汽车零部件轻量化方面贵司2020-2021取得了哪些显著成绩？2022年又有哪些新举措推动零部件轻量化研发突破呢？,感谢您对公司的关注。这几年，公司持续推进绿色、智能的新产品开发等，包括轻量化长寿命免维护万向节、行业首创的新结构铝合金传动轴、轻量化大角度高效率等速驱动轴、低摩擦高密封轮毂单元等绿色化产品；电子驻车制动卡钳、防抱死制动系统、双模态电控减震器等智能化产品；铸、锻、车、磨、焊、装等绿色化及智能化制造工艺技术。目前公司不存在应披露未披露的信息。,Positive,Positive,4,2
3922,董秘您好：请问贵公司镁合金与铝合金产品可用于光伏电池的边框或者光伏电池支架？,公司镁合金与铝合金产品可用于光伏电池的边框或者光伏电池支架。,Positive,Positive,4,3
3923,洛阳市城市管理局洛阳市城市生命线（地下管网）安全监测项目特许经营项目-公开招标，采购方式：公开招标，预算金额：5.038亿元。投标截止时间：2022年06月16日。不要说这是河南东弘智慧城市科技有限公司的菜，因为这不是单一来源!在安徽是政府指定，拿到外省的订单才能说明公司技术和市场的竞争力？!,您好，尊敬的投资者，该项目为特许经营项目，需由特许经营者以自有资金投入项目资本金，最低为10380.36万元。公司会根据实际情况，尽量采取适当的方式参与洛阳市城市生命线建设工程。感谢您的关注！,Negative,Positive,4,3
3924,尊敬的董秘，请问贵公司的产品主要是外销至海外吗？,尊敬的投资者您好，公司产品除了拥有国内市场外，还远销美国、加拿大、德国、英国、法国、意大利、西班牙、荷兰、挪威、瑞典、澳大利亚、新西兰、日本等全球众多国家和地区，谢谢您的关注。,Positive,Positive,3,1
